Condition,ICD10,ICD10QF,SMRType,FinancialYear,HBT2014,HBT2014QF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
All alcohol conditions,,d z,SMR01,2012/13,S08000017,,486.2,345.9,192.6,,733,,517,,282,,1.4
All alcohol conditions,,d z,SMR01,2012/13,S08000018,,628.3,452.4,249.4,,2253,,1625,,900,,1.4
All alcohol conditions,,d z,SMR01,2012/13,S08000019,,443.8,323.9,172.9,,1302,,946,,503,,1.4
All alcohol conditions,,d z,SMR01,2012/13,S08000020,,534.6,371.6,183.9,,3010,,2101,,1049,,1.4
All alcohol conditions,,d z,SMR01,2012/13,S08000021,,992.4,637.6,285.4,,10676,,6864,,3118,,1.6
All alcohol conditions,,d z,SMR01,2012/13,S08000022,,694.4,488.5,246.9,,2239,,1566,,779,,1.4
All alcohol conditions,,d z,SMR01,2012/13,S08000023,,705.5,471.1,234,,4485,,2979,,1475,,1.5
All alcohol conditions,,d z,SMR01,2012/13,S08000024,,629.1,426.7,212.6,,5025,,3442,,1749,,1.5
All alcohol conditions,,d z,SMR01,2012/13,S08000025,,1536.3,648.8,301.3,,349,,145,,67,,2.4
All alcohol conditions,,d z,SMR01,2012/13,S08000026,,716.2,514.8,281.8,,166,,119,,64,,1.4
All alcohol conditions,,d z,SMR01,2012/13,S08000027,,493,353.7,196.9,,1998,,1435,,803,,1.4
All alcohol conditions,,d z,SMR01,2012/13,S08000028,,804.2,636.2,295.5,,234,,182,,83,,1.3
All alcohol conditions,,d z,SMR01,2013/14,S08000015,,837.2,569.3,277.5,,3025,,2070,,1006,,1.5
All alcohol conditions,,d z,SMR01,2013/14,S08000016,,567.3,385.1,211.3,,633,,430,,229,,1.5
All alcohol conditions,,d z,SMR01,2013/14,S08000017,,519.2,360.2,188.5,,784,,534,,278,,1.5
All alcohol conditions,,d z,SMR01,2013/14,S08000018,,637,451.5,238.2,,2292,,1628,,857,,1.4
All alcohol conditions,,d z,SMR01,2013/14,S08000019,,495.9,340.3,190.8,,1450,,988,,557,,1.5
All alcohol conditions,,d z,SMR01,2013/14,S08000020,,532.2,365,187.6,,3039,,2087,,1083,,1.5
All alcohol conditions,,d z,SMR01,2013/14,S08000021,,1015.4,644,286.5,,10860,,6904,,3108,,1.6
All alcohol conditions,,d z,SMR01,2013/14,S08000022,,667.8,472.1,228,,2178,,1532,,727,,1.4
All alcohol conditions,,d z,SMR01,2013/14,S08000023,,753.7,495.9,251.9,,4783,,3146,,1589,,1.5
All alcohol conditions,,d z,SMR01,2013/14,S08000024,,609.8,415.2,209.8,,4955,,3382,,1737,,1.5
All alcohol conditions,,d z,SMR01,2013/14,S08000025,,1407.1,578.5,300.3,,320,,128,,63,,2.5
All alcohol conditions,,d z,SMR01,2013/14,S08000026,,683.2,519.2,248,,161,,122,,58,,1.3
All alcohol conditions,,d z,SMR01,2013/14,S08000027,,493.1,357.9,193.1,,1995,,1452,,786,,1.4
All alcohol conditions,,d z,SMR01,2013/14,S08000028,,874.6,683.4,342.2,,251,,192,,92,,1.3
All alcohol conditions,,d z,SMR01,2014/15,S08000015,,783,533.3,244.5,,2865,,1955,,902,,1.5
All alcohol conditions,,d z,SMR01,2014/15,S08000016,,460.5,338.4,193,,522,,383,,217,,1.4
All alcohol conditions,,d z,SMR01,2014/15,S08000017,,410,290.4,153.7,,636,,444,,233,,1.4
All alcohol conditions,,d z,SMR01,2014/15,S08000018,,630,444.1,238.3,,2275,,1607,,863,,1.4
All alcohol conditions,,d z,SMR01,2014/15,S08000019,,470.8,328.2,180.6,,1391,,967,,535,,1.4
All alcohol conditions,,d z,SMR01,2014/15,S08000020,,487.3,342.4,170.3,,2796,,1972,,995,,1.4
All alcohol conditions,,d z,SMR01,2014/15,S08000021,,983.2,630.7,280.2,,10525,,6756,,3030,,1.6
All alcohol conditions,,d z,SMR01,2014/15,S08000022,,679.3,469.3,233.1,,2210,,1525,,748,,1.4
All alcohol conditions,,d z,SMR01,2014/15,S08000023,,729.4,486.4,235.3,,4634,,3082,,1487,,1.5
All alcohol conditions,,d z,SMR01,2014/15,S08000024,,601.1,396.2,195,,4921,,3249,,1623,,1.5
All alcohol conditions,,d z,SMR01,2014/15,S08000025,,728.3,517.3,265.9,,160,,114,,58,,1.4
All alcohol conditions,,d z,SMR01,2014/15,S08000026,,576,453.4,244.4,,135,,106,,57,,1.3
All alcohol conditions,,d z,SMR01,2014/15,S08000027,,508.7,365.6,196.7,,2062,,1489,,809,,1.4
All alcohol conditions,,d z,SMR01,2014/15,S08000028,,618.1,470,208.2,,179,,136,,60,,1.3
All alcohol conditions,,d z,SMR01,2015/16,S08000015,,727.7,489.6,222.1,,2674,,1804,,819,,1.5
All alcohol conditions,,d z,SMR01,2015/16,S08000016,,445,315.2,158.9,,497,,357,,179,,1.4
All alcohol conditions,,d z,SMR01,2015/16,S08000017,,461.8,335.7,180.6,,697,,500,,269,,1.4
All alcohol conditions,,d z,SMR01,2015/16,S08000018,,609.3,438.7,235.2,,2202,,1590,,848,,1.4
All alcohol conditions,,d z,SMR01,2015/16,S08000019,,494.5,349.1,192.9,,1478,,1037,,577,,1.4
All alcohol conditions,,d z,SMR01,2015/16,S08000020,,486.5,340.3,173,,2812,,1969,,1008,,1.4
All alcohol conditions,,d z,SMR01,2015/16,S08000021,,1013.1,650.3,295.6,,10912,,7000,,3209,,1.6
All alcohol conditions,,d z,SMR01,2015/16,S08000022,,658.9,474,231.7,,2160,,1555,,751,,1.4
All alcohol conditions,,d z,SMR01,2015/16,S08000023,,765,492.8,233.4,,4904,,3141,,1475,,1.6
All alcohol conditions,,d z,SMR01,2015/16,S08000024,,567.3,377.3,181.9,,4688,,3122,,1527,,1.5
All alcohol conditions,,d z,SMR01,2015/16,S08000025,,698.7,500.6,254.3,,154,,108,,53,,1.4
All alcohol conditions,,d z,SMR01,2015/16,S08000026,,654.3,453.3,276.3,,151,,104,,63,,1.5
All alcohol conditions,,d z,SMR01,2015/16,S08000027,,451.4,312.8,165.5,,1841,,1280,,681,,1.4
All alcohol conditions,,d z,SMR01,2015/16,S08000028,,711.2,551.2,204.9,,206,,158,,58,,1.3
All alcohol conditions,,d z,SMR01,2016/17,S08000015,,786,525.4,254.3,,2866,,1923,,933,,1.5
All alcohol conditions,,d z,SMR01,2016/17,S08000016,,450.3,323,163.4,,507,,365,,183,,1.4
All alcohol conditions,,d z,SMR01,2016/17,S08000017,,448.6,311.8,162.4,,666,,465,,239,,1.4
All alcohol conditions,,d z,SMR01,2016/17,S08000018,,641.1,455.2,244.4,,2344,,1663,,893,,1.4
All alcohol conditions,,d z,SMR01,2016/17,S08000019,,461.8,329.2,174.1,,1390,,985,,520,,1.4
All alcohol conditions,,d z,SMR01,2016/17,S08000020,,489.2,347.9,176.3,,2814,,2002,,1015,,1.4
All alcohol conditions,,d z,SMR01,2016/17,S08000021,,1062.5,676,308.6,,11613,,7356,,3387,,1.6
All alcohol conditions,,d z,SMR01,2016/17,S08000022,,624.8,452.8,225.2,,2067,,1493,,733,,1.4
All alcohol conditions,,d z,SMR01,2016/17,S08000023,,786.1,520.5,255.8,,5059,,3340,,1640,,1.5
All alcohol conditions,,d z,SMR01,2016/17,S08000024,,542.6,348.6,168.4,,4511,,2905,,1419,,1.6
All alcohol conditions,,d z,SMR01,2016/17,S08000025,,542.5,369.8,120.3,,127,,86,,28,,1.5
All alcohol conditions,,d z,SMR01,2016/17,S08000026,,603.4,470.9,271.1,,140,,109,,63,,1.3
All alcohol conditions,,d z,SMR01,2016/17,S08000027,,467.6,314.6,160.8,,1903,,1286,,662,,1.5
All alcohol conditions,,d z,SMR01,2016/17,S08000028,,805.8,559.5,239.9,,228,,157,,62,,1.5
All alcohol conditions,,d z,SMR04,1997/98,S92000003,d,103,78.8,,:,5072,,3870,,,:,1.3
All alcohol conditions,,d z,SMR04,1998/99,S92000003,d,97.8,76.5,,:,4841,,3780,,,:,1.3
All alcohol conditions,,d z,SMR04,1999/00,S92000003,d,99.7,77.8,,:,4964,,3849,,,:,1.3
All alcohol conditions,,d z,SMR04,2000/01,S92000003,d,90.7,71.1,,:,4558,,3552,,,:,1.3
All alcohol conditions,,d z,SMR04,2001/02,S92000003,d,90.1,70.8,,:,4552,,3559,,,:,1.3
All alcohol conditions,,d z,SMR04,2002/03,S92000003,d,87.1,69.6,,:,4407,,3515,,,:,1.3
All alcohol conditions,,d z,SMR04,2003/04,S92000003,d,85,68.8,,:,4317,,3487,,,:,1.2
All alcohol conditions,,d z,SMR04,2004/05,S92000003,d,83.4,67.5,,:,4263,,3440,,,:,1.2
All alcohol conditions,,d z,SMR04,2005/06,S92000003,d,80.5,64.5,,:,4151,,3314,,,:,1.3
All alcohol conditions,,d z,SMR04,2006/07,S92000003,d,75.5,62.7,,:,3927,,3250,,,:,1.2
All alcohol conditions,,d z,SMR04,2007/08,S92000003,d,72.4,60.1,34.1,,3780,,3128,,1766,,1.2
All alcohol conditions,,d z,SMR04,2008/09,S92000003,d,78.4,65.8,36.7,,4121,,3451,,1923,,1.2
All alcohol conditions,,d z,SMR04,2009/10,S92000003,d,76.2,63.9,35.2,,4009,,3358,,1845,,1.2
All alcohol conditions,,d z,SMR04,2010/11,S92000003,d,65.1,55.7,30.6,,3431,,2932,,1610,,1.2
All alcohol conditions,,d z,SMR04,2011/12,S92000003,d,60.7,51.5,28.4,,3205,,2719,,1498,,1.2
All alcohol conditions,,d z,SMR04,2012/13,S92000003,d,56.5,48.7,27.6,,2987,,2576,,1460,,1.2
All alcohol conditions,,d z,SMR04,2013/14,S92000003,d,56.9,49.8,26.8,,3002,,2621,,1409,,1.1
All alcohol conditions,,d z,SMR04,2014/15,S92000003,d,54.4,47,25.3,,2872,,2483,,1342,,1.2
All alcohol conditions,,d z,SMR04,2015/16,S92000003,d,54.4,46.7,25.5,,2872,,2466,,1343,,1.2
All alcohol conditions,,d z,SMR04,1997/98,S08000015,,158.8,113,,:,577,,410,,,:,1.4
All alcohol conditions,,d z,SMR04,1997/98,S08000016,,76.1,57.2,,:,81,,61,,,:,1.3
All alcohol conditions,,d z,SMR04,1997/98,S08000017,,44.2,37.8,,:,65,,55,,,:,1.2
All alcohol conditions,,d z,SMR04,1997/98,S08000018,,48.4,38.2,,:,164,,129,,,:,1.3
All alcohol conditions,,d z,SMR04,1997/98,S08000019,,65.8,51.3,,:,180,,141,,,:,1.3
All alcohol conditions,,d z,SMR04,1997/98,S08000020,,47.7,38.7,,:,254,,206,,,:,1.2
All alcohol conditions,,d z,SMR04,1997/98,S08000021,,143.1,110.1,,:,1545,,1178,,,:,1.3
All alcohol conditions,,d z,SMR04,1997/98,S08000022,,131.4,108.6,,:,392,,325,,,:,1.2
All alcohol conditions,,d z,SMR04,1997/98,S08000023,,70.5,60.8,,:,424,,363,,,:,1.2
All alcohol conditions,,d z,SMR04,1997/98,S08000024,,112.5,79.8,,:,806,,579,,,:,1.4
All alcohol conditions,,d z,SMR04,1997/98,S08000025,,10.2,10.2,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,1997/98,S08000026,,21,21,,:,5,,5,,,:,1
All alcohol conditions,,d z,SMR04,1997/98,S08000027,,142.7,105,,:,552,,405,,,:,1.4
All alcohol conditions,,d z,SMR04,1997/98,S08000028,,92.3,73.7,,:,25,,20,,,:,1.3
All alcohol conditions,,d z,SMR04,1998/99,S08000015,,143.2,106.1,,:,519,,385,,,:,1.3
All alcohol conditions,,d z,SMR04,1998/99,S08000016,,62.6,49.4,,:,66,,52,,,:,1.3
All alcohol conditions,,d z,SMR04,1998/99,S08000017,,63.2,54.4,,:,93,,80,,,:,1.2
All alcohol conditions,,d z,SMR04,1998/99,S08000018,,53.1,45.3,,:,177,,151,,,:,1.2
All alcohol conditions,,d z,SMR04,1998/99,S08000019,,54.8,44.3,,:,151,,123,,,:,1.2
All alcohol conditions,,d z,SMR04,1998/99,S08000020,,50.6,42,,:,267,,221,,,:,1.2
All alcohol conditions,,d z,SMR04,1998/99,S08000021,,135.4,104.5,,:,1463,,1126,,,:,1.3
All alcohol conditions,,d z,SMR04,1998/99,S08000022,,147.6,115.2,,:,447,,347,,,:,1.3
All alcohol conditions,,d z,SMR04,1998/99,S08000023,,67.2,56.4,,:,401,,335,,,:,1.2
All alcohol conditions,,d z,SMR04,1998/99,S08000024,,97.8,75.7,,:,709,,551,,,:,1.3
All alcohol conditions,,d z,SMR04,1998/99,S08000025,,15,15,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,1998/99,S08000026,,12.5,12.5,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,1998/99,S08000027,,138.5,106.6,,:,535,,411,,,:,1.3
All alcohol conditions,,d z,SMR04,1998/99,S08000028,,24.8,18,,:,7,,5,,,:,1.4
All alcohol conditions,,d z,SMR04,1999/00,S08000015,,131.1,99.9,,:,475,,362,,,:,1.3
All alcohol conditions,,d z,SMR04,1999/00,S08000016,,63.2,56.6,,:,65,,58,,,:,1.1
All alcohol conditions,,d z,SMR04,1999/00,S08000017,,47.3,38.5,,:,70,,57,,,:,1.2
All alcohol conditions,,d z,SMR04,1999/00,S08000018,,57.5,48.6,,:,191,,161,,,:,1.2
All alcohol conditions,,d z,SMR04,1999/00,S08000019,,50,41.8,,:,137,,115,,,:,1.2
All alcohol conditions,,d z,SMR04,1999/00,S08000020,,46,38.3,,:,241,,200,,,:,1.2
All alcohol conditions,,d z,SMR04,1999/00,S08000021,,144.4,110.7,,:,1578,,1199,,,:,1.3
All alcohol conditions,,d z,SMR04,1999/00,S08000022,,168.2,129.5,,:,508,,390,,,:,1.3
All alcohol conditions,,d z,SMR04,1999/00,S08000023,,69.4,57,,:,421,,343,,,:,1.2
All alcohol conditions,,d z,SMR04,1999/00,S08000024,,103.7,80.6,,:,773,,598,,,:,1.3
All alcohol conditions,,d z,SMR04,1999/00,S08000025,,4.9,4.9,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,1999/00,S08000026,,8.5,8.5,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,1999/00,S08000027,,126.5,95.3,,:,488,,366,,,:,1.3
All alcohol conditions,,d z,SMR04,1999/00,S08000028,,51.7,40.5,,:,14,,11,,,:,1.3
All alcohol conditions,,d z,SMR04,2000/01,S08000015,,106.9,85.2,,:,392,,311,,,:,1.3
All alcohol conditions,,d z,SMR04,2000/01,S08000016,,50.7,42.9,,:,54,,45,,,:,1.2
All alcohol conditions,,d z,SMR04,2000/01,S08000017,,57.8,47.4,,:,83,,68,,,:,1.2
All alcohol conditions,,d z,SMR04,2000/01,S08000018,,52.1,42.2,,:,179,,144,,,:,1.2
All alcohol conditions,,d z,SMR04,2000/01,S08000019,,48.1,37.8,,:,130,,102,,,:,1.3
All alcohol conditions,,d z,SMR04,2000/01,S08000020,,43.2,36.4,,:,235,,197,,,:,1.2
All alcohol conditions,,d z,SMR04,2000/01,S08000021,,129.5,100.2,,:,1414,,1083,,,:,1.3
All alcohol conditions,,d z,SMR04,2000/01,S08000022,,152,115.3,,:,460,,348,,,:,1.3
All alcohol conditions,,d z,SMR04,2000/01,S08000023,,71,59.1,,:,440,,365,,,:,1.2
All alcohol conditions,,d z,SMR04,2000/01,S08000024,,89.3,69.9,,:,678,,529,,,:,1.3
All alcohol conditions,,d z,SMR04,2000/01,S08000025,,10,10,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,2000/01,S08000026,,8.1,8.1,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,2000/01,S08000027,,124.1,93,,:,476,,355,,,:,1.3
All alcohol conditions,,d z,SMR04,2000/01,S08000028,,50.8,46.2,,:,13,,12,,,:,1.1
All alcohol conditions,,d z,SMR04,2001/02,S08000015,,111.1,88.6,,:,407,,323,,,:,1.3
All alcohol conditions,,d z,SMR04,2001/02,S08000016,,66.8,55.8,,:,70,,58,,,:,1.2
All alcohol conditions,,d z,SMR04,2001/02,S08000017,,67.8,53.2,,:,100,,78,,,:,1.3
All alcohol conditions,,d z,SMR04,2001/02,S08000018,,54.7,45.2,,:,185,,152,,,:,1.2
All alcohol conditions,,d z,SMR04,2001/02,S08000019,,53.3,43.7,,:,149,,122,,,:,1.2
All alcohol conditions,,d z,SMR04,2001/02,S08000020,,32.6,28.5,,:,174,,151,,,:,1.2
All alcohol conditions,,d z,SMR04,2001/02,S08000021,,118.8,90.7,,:,1295,,985,,,:,1.3
All alcohol conditions,,d z,SMR04,2001/02,S08000022,,131.7,105.1,,:,401,,320,,,:,1.3
All alcohol conditions,,d z,SMR04,2001/02,S08000023,,75.8,62.1,,:,474,,386,,,:,1.2
All alcohol conditions,,d z,SMR04,2001/02,S08000024,,97.1,75.6,,:,751,,582,,,:,1.3
All alcohol conditions,,d z,SMR04,2001/02,S08000025,,20.8,20.8,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,2001/02,S08000026,,12.4,12.4,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,2001/02,S08000027,,137.8,102.6,,:,528,,393,,,:,1.3
All alcohol conditions,,d z,SMR04,2001/02,S08000028,,43.1,39.2,,:,11,,10,,,:,1.1
All alcohol conditions,,d z,SMR04,2002/03,S08000015,,98,78.6,,:,358,,286,,,:,1.3
All alcohol conditions,,d z,SMR04,2002/03,S08000016,,67,55.4,,:,73,,60,,,:,1.2
All alcohol conditions,,d z,SMR04,2002/03,S08000017,,53.3,45.2,,:,77,,66,,,:,1.2
All alcohol conditions,,d z,SMR04,2002/03,S08000018,,58.2,46,,:,203,,161,,,:,1.3
All alcohol conditions,,d z,SMR04,2002/03,S08000019,,54.6,45.1,,:,152,,125,,,:,1.2
All alcohol conditions,,d z,SMR04,2002/03,S08000020,,33.1,28.7,,:,178,,153,,,:,1.2
All alcohol conditions,,d z,SMR04,2002/03,S08000021,,113.9,91.2,,:,1245,,993,,,:,1.3
All alcohol conditions,,d z,SMR04,2002/03,S08000022,,136.6,110.4,,:,416,,336,,,:,1.2
All alcohol conditions,,d z,SMR04,2002/03,S08000023,,76.1,63.4,,:,479,,400,,,:,1.2
All alcohol conditions,,d z,SMR04,2002/03,S08000024,,98.9,76.7,,:,754,,588,,,:,1.3
All alcohol conditions,,d z,SMR04,2002/03,S08000025,,9.9,9.9,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,2002/03,S08000026,,4.5,4.5,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,2002/03,S08000027,,121,92.2,,:,462,,351,,,:,1.3
All alcohol conditions,,d z,SMR04,2002/03,S08000028,,28.5,28.5,,:,7,,7,,,:,1
All alcohol conditions,,d z,SMR04,2003/04,S08000015,,111.4,84.8,,:,408,,310,,,:,1.3
All alcohol conditions,,d z,SMR04,2003/04,S08000016,,77.8,61.9,,:,82,,64,,,:,1.3
All alcohol conditions,,d z,SMR04,2003/04,S08000017,,72.4,57.2,,:,104,,83,,,:,1.3
All alcohol conditions,,d z,SMR04,2003/04,S08000018,,55.1,47.8,,:,192,,166,,,:,1.2
All alcohol conditions,,d z,SMR04,2003/04,S08000019,,56.8,46.7,,:,159,,130,,,:,1.2
All alcohol conditions,,d z,SMR04,2003/04,S08000020,,31.7,27.2,,:,167,,143,,,:,1.2
All alcohol conditions,,d z,SMR04,2003/04,S08000021,,105.4,87.2,,:,1156,,953,,,:,1.2
All alcohol conditions,,d z,SMR04,2003/04,S08000022,,122.5,104.6,,:,373,,320,,,:,1.2
All alcohol conditions,,d z,SMR04,2003/04,S08000023,,79.5,65.6,,:,505,,417,,,:,1.2
All alcohol conditions,,d z,SMR04,2003/04,S08000024,,88.4,72.7,,:,686,,567,,,:,1.2
All alcohol conditions,,d z,SMR04,2003/04,S08000025,,4.4,4.4,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,2003/04,S08000026,,0,0,0,,0,,0,,0,,0
All alcohol conditions,,d z,SMR04,2003/04,S08000027,,124.7,88,,:,477,,335,,,:,1.4
All alcohol conditions,,d z,SMR04,2003/04,S08000028,,27.7,23.9,,:,7,,6,,,:,1.2
All alcohol conditions,,d z,SMR04,2004/05,S08000015,,126.7,89.2,,:,469,,329,,,:,1.4
All alcohol conditions,,d z,SMR04,2004/05,S08000016,,77,62.9,,:,84,,69,,,:,1.2
All alcohol conditions,,d z,SMR04,2004/05,S08000017,,56.6,48.7,,:,85,,73,,,:,1.2
All alcohol conditions,,d z,SMR04,2004/05,S08000018,,50.2,41.1,,:,174,,142,,,:,1.2
All alcohol conditions,,d z,SMR04,2004/05,S08000019,,62.7,56.3,,:,178,,159,,,:,1.1
All alcohol conditions,,d z,SMR04,2004/05,S08000020,,26.9,23.3,,:,142,,123,,,:,1.2
All alcohol conditions,,d z,SMR04,2004/05,S08000021,,98.9,84.1,,:,1092,,926,,,:,1.2
All alcohol conditions,,d z,SMR04,2004/05,S08000022,,103.7,86.2,,:,315,,262,,,:,1.2
All alcohol conditions,,d z,SMR04,2004/05,S08000023,,85.5,69,,:,549,,442,,,:,1.2
All alcohol conditions,,d z,SMR04,2004/05,S08000024,,93.4,76.1,,:,720,,588,,,:,1.2
All alcohol conditions,,d z,SMR04,2004/05,S08000025,,16.1,16.1,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,2004/05,S08000026,,9.4,9.4,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,2004/05,S08000027,,115.4,85.5,,:,444,,327,,,:,1.4
All alcohol conditions,,d z,SMR04,2004/05,S08000028,,22.8,19.3,,:,6,,5,,,:,1.2
All alcohol conditions,,d z,SMR04,2005/06,S08000015,,119.3,93.3,,:,437,,341,,,:,1.3
All alcohol conditions,,d z,SMR04,2005/06,S08000016,,70.1,57.9,,:,73,,60,,,:,1.2
All alcohol conditions,,d z,SMR04,2005/06,S08000017,,67.1,51.7,,:,99,,75,,,:,1.3
All alcohol conditions,,d z,SMR04,2005/06,S08000018,,49.2,42.5,,:,174,,150,,,:,1.2
All alcohol conditions,,d z,SMR04,2005/06,S08000019,,51.2,42.6,,:,147,,121,,,:,1.2
All alcohol conditions,,d z,SMR04,2005/06,S08000020,,25,21.5,,:,136,,116,,,:,1.2
All alcohol conditions,,d z,SMR04,2005/06,S08000021,,106.6,89.4,,:,1176,,981,,,:,1.2
All alcohol conditions,,d z,SMR04,2005/06,S08000022,,92,74.1,,:,287,,231,,,:,1.2
All alcohol conditions,,d z,SMR04,2005/06,S08000023,,64.4,50.9,,:,413,,324,,,:,1.3
All alcohol conditions,,d z,SMR04,2005/06,S08000024,,92.7,72.4,,:,736,,574,,,:,1.3
All alcohol conditions,,d z,SMR04,2005/06,S08000025,,9,9,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,2005/06,S08000026,,4.3,4.3,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,2005/06,S08000027,,119.3,86.4,,:,461,,334,,,:,1.4
All alcohol conditions,,d z,SMR04,2005/06,S08000028,,30.9,27.4,,:,9,,8,,,:,1.1
All alcohol conditions,,d z,SMR04,2006/07,S08000015,,109.5,84.1,,:,401,,308,,,:,1.3
All alcohol conditions,,d z,SMR04,2006/07,S08000016,,70.4,60.8,,:,75,,64,,,:,1.2
All alcohol conditions,,d z,SMR04,2006/07,S08000017,,68.5,55.3,,:,99,,80,,,:,1.2
All alcohol conditions,,d z,SMR04,2006/07,S08000018,,54.8,48,,:,195,,171,,,:,1.1
All alcohol conditions,,d z,SMR04,2006/07,S08000019,,61.4,50.9,,:,178,,149,,,:,1.2
All alcohol conditions,,d z,SMR04,2006/07,S08000020,,25.9,23.4,,:,144,,130,,,:,1.1
All alcohol conditions,,d z,SMR04,2006/07,S08000021,,92.5,78.5,,:,1018,,864,,,:,1.2
All alcohol conditions,,d z,SMR04,2006/07,S08000022,,78,65.7,,:,244,,204,,,:,1.2
All alcohol conditions,,d z,SMR04,2006/07,S08000023,,67.6,54.9,,:,441,,356,,,:,1.2
All alcohol conditions,,d z,SMR04,2006/07,S08000024,,84,71.9,,:,668,,571,,,:,1.2
All alcohol conditions,,d z,SMR04,2006/07,S08000025,,8.8,8.8,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,2006/07,S08000026,,0,0,0,,0,,0,,0,,0
All alcohol conditions,,d z,SMR04,2006/07,S08000027,,116.8,89.9,,:,458,,352,,,:,1.3
All alcohol conditions,,d z,SMR04,2006/07,S08000028,,14.9,14.9,,:,,c,,c,,:,1
All alcohol conditions,,d z,SMR04,2007/08,S08000015,,116.3,91.8,49.5,,425,,335,,178,,1.3
All alcohol conditions,,d z,SMR04,2007/08,S08000016,,61.7,57.7,31.5,,68,,63,,34,,1.1
All alcohol conditions,,d z,SMR04,2007/08,S08000017,,60.6,51.5,37.5,,84,,72,,52,,1.2
All alcohol conditions,,d z,SMR04,2007/08,S08000018,,74,58.1,36.3,,271,,212,,133,,1.3
All alcohol conditions,,d z,SMR04,2007/08,S08000019,,58.2,46.8,30.1,,172,,137,,87,,1.3
All alcohol conditions,,d z,SMR04,2007/08,S08000020,,23.4,20.4,12.6,,130,,113,,69,,1.2
All alcohol conditions,,d z,SMR04,2007/08,S08000021,,81.5,71.1,39.6,,902,,785,,438,,1.1
All alcohol conditions,,d z,SMR04,2007/08,S08000022,,75.2,65.2,36.6,,237,,204,,113,,1.2
All alcohol conditions,,d z,SMR04,2007/08,S08000023,,62.4,51.5,29.8,,409,,337,,193,,1.2
All alcohol conditions,,d z,SMR04,2007/08,S08000024,,81.8,68.9,37.2,,658,,554,,302,,1.2
All alcohol conditions,,d z,SMR04,2007/08,S08000025,,18,18,18,,,c,,c,,c,1
All alcohol conditions,,d z,SMR04,2007/08,S08000026,,14,14,14,,,c,,c,,c,1
All alcohol conditions,,d z,SMR04,2007/08,S08000027,,104.3,78.6,38.8,,404,,305,,150,,1.3
All alcohol conditions,,d z,SMR04,2007/08,S08000028,,49.6,42.6,39.1,,13,,11,,10,,1.2
All alcohol conditions,,d z,SMR04,2008/09,S08000015,,107.6,88.4,41.6,,393,,322,,151,,1.2
All alcohol conditions,,d z,SMR04,2008/09,S08000016,,58,51.8,35,,62,,55,,36,,1.1
All alcohol conditions,,d z,SMR04,2008/09,S08000017,,66.6,55.6,38.1,,94,,79,,53,,1.2
All alcohol conditions,,d z,SMR04,2008/09,S08000018,,61.1,48.6,23.6,,220,,175,,84,,1.3
All alcohol conditions,,d z,SMR04,2008/09,S08000019,,80.4,63.5,42,,240,,188,,124,,1.3
All alcohol conditions,,d z,SMR04,2008/09,S08000020,,25.9,22.4,14.9,,144,,124,,82,,1.2
All alcohol conditions,,d z,SMR04,2008/09,S08000021,,103.2,89.4,49.7,,1154,,996,,556,,1.2
All alcohol conditions,,d z,SMR04,2008/09,S08000022,,75.8,66.5,34.9,,238,,209,,109,,1.1
All alcohol conditions,,d z,SMR04,2008/09,S08000023,,73.1,63.2,40.2,,479,,413,,262,,1.2
All alcohol conditions,,d z,SMR04,2008/09,S08000024,,75.6,64,31.6,,623,,527,,261,,1.2
All alcohol conditions,,d z,SMR04,2008/09,S08000025,,12.8,8.7,4.1,,,c,,c,,c,1.5
All alcohol conditions,,d z,SMR04,2008/09,S08000026,,0,0,0,,0,,0,,0,,0
All alcohol conditions,,d z,SMR04,2008/09,S08000027,,117.5,91.1,49.6,,461,,358,,196,,1.3
All alcohol conditions,,d z,SMR04,2008/09,S08000028,,37.3,37.3,30,,10,,10,,8,,1
All alcohol conditions,,d z,SMR04,2009/10,S08000015,,113.9,90.5,44.2,,416,,330,,159,,1.3
All alcohol conditions,,d z,SMR04,2009/10,S08000016,,61.8,51.1,31.5,,67,,56,,33,,1.2
